sample_id,time_day,VS_g_L,C_pct,H_pct,N_pct,Phenols_g_L,Cumulative_CH4_L_kg_VS,Daily_CH4_L_kg_VS,pH,VFA_mg_L,Temp_C
2,24,  9.39,27.66, 3.63, 2.97, 1.12,   98.09,    2.82,7.029,  274.14,34.73
2,25,  9.39,27.66, 3.63, 2.97, 1.12,   96.94,    2.63,7.047,  248.03,35.33
2,26,  9.39,27.66, 3.63, 2.97, 1.12,  106.68,    2.44,7.098,  224.81,34.10
2,27,  9.39,27.66, 3.63, 2.97, 1.12,  106.29,    2.27,7.170,  203.59,34.66
2,28,  9.39,27.66, 3.63, 2.97, 1.12,  106.92,    2.10,7.112,  183.66,35.01
2,29,  9.39,27.66, 3.63, 2.97, 1.12,  110.46,    1.94,7.066,  166.26,35.32
2,30,  9.39,27.66, 3.63, 2.97, 1.12,  111.23,    1.79,7.202,  150.13,35.71
2,31,  9.39,27.66, 3.63, 2.97, 1.12,  111.66,    1.65,7.131,  135.61,34.59
2,32,  9.39,27.66, 3.63, 2.97, 1.12,  111.60,    1.51,7.163,  123.31,34.40
2,33,  9.39,27.66, 3.63, 2.97, 1.12,  118.05,    1.39,7.194,  111.20,35.10
2,34,  9.39,27.66, 3.63, 2.97, 1.12,  117.54,    1.27,7.150,  101.32,34.92
2,35,  9.39,27.66, 3.63, 2.97, 1.12,  121.03,    1.17,7.195,   91.35,34.61
2,36,  9.39,27.66, 3.63, 2.97, 1.12,  120.91,    1.07,7.234,   82.50,34.96
2,37,  9.39,27.66, 3.63, 2.97, 1.12,  119.54,    0.98,7.131,   74.61,34.34
2,38,  9.39,27.66, 3.63, 2.97, 1.12,  123.45,    0.89,7.094,   66.93,35.60
2,39,  9.39,27.66, 3.63, 2.97, 1.12,  126.14,    0.82,7.224,   60.28,34.61
2,40,  9.39,27.66, 3.63, 2.97, 1.12,  123.47,    0.74,7.184,   55.85,34.50
2,41,  9.39,27.66, 3.63, 2.97, 1.12,  124.13,    0.68,7.138,   49.79,34.56
2,42,  9.39,27.66, 3.63, 2.97, 1.12,  120.98,    0.62,7.216,   45.15,35.00
2,43,  9.39,27.66, 3.63, 2.97, 1.12,  123.13,    0.56,7.222,   41.68,35.41
2,44,  9.39,27.66, 3.63, 2.97, 1.12,  127.87,    0.51,7.282,   37.40,34.88
2,45,  9.39,27.66, 3.63, 2.97, 1.12,  127.90,    0.47,7.226,   33.46,35.31
2,46,  9.39,27.66, 3.63, 2.97, 1.12,  130.24,    0.43,7.194,   30.76,34.56
3,1, 12.07,28.45, 3.47, 2.17, 0.66,   16.59,   16.47,6.883,  823.70,35.10
3,2, 12.07,28.45, 3.47, 2.17, 0.66,   19.77,    2.71,6.781,  910.03,35.22
3,3, 12.07,28.45, 3.47, 2.17, 0.66,   20.11,    2.93,6.791, 1005.68,35.50
3,4, 12.07,28.45, 3.47, 2.17, 0.66,   27.44,    3.14,6.668, 1111.35,35.24
3,5, 12.07,28.45, 3.47, 2.17, 0.66,   27.83,    3.33,6.606, 1228.25,35.49
3,6, 12.07,28.45, 3.47, 2.17, 0.66,   30.19,    3.50,6.609, 1357.67,35.42
3,7, 12.07,28.45, 3.47, 2.17, 0.66,   37.27,    3.65,6.471, 1499.78,35.01
3,8, 12.07,28.45, 3.47, 2.17, 0.66,   40.46,    3.78,6.587, 1357.09,34.89
3,9, 12.07,28.45, 3.47, 2.17, 0.66,   44.98,    3.89,6.572, 1228.09,34.65
3,10, 12.07,28.45, 3.47, 2.17, 0.66,   49.96,    3.97,6.660, 1111.57,34.63
3,11, 12.07,28.45, 3.47, 2.17, 0.66,   52.78,    4.03,6.728, 1005.40,34.71
3,12, 12.07,28.45, 3.47, 2.17, 0.66,   54.94,    4.07,6.813,  909.84,34.37
3,13, 12.07,28.45, 3.47, 2.17, 0.66,   61.65,    4.09,6.858,  823.59,34.73
3,14, 12.07,28.45, 3.47, 2.17, 0.66,   61.83,    4.09,6.904,  744.47,35.04
3,15, 12.07,28.45, 3.47, 2.17, 0.66,   65.60,    4.07,6.908,  674.54,34.92
3,16, 12.07,28.45, 3.47, 2.17, 0.66,   72.00,    4.03,6.931,  609.73,35.15
3,17, 12.07,28.45, 3.47, 2.17, 0.66,   76.64,    3.98,6.898,  551.85,34.68
3,18, 12.07,28.45, 3.47, 2.17, 0.66,   80.22,    3.91,6.959,  499.95,34.80
3,19, 12.07,28.45, 3.47, 2.17, 0.66,   83.98,    3.83,6.931,  451.98,34.74
3,20, 12.07,28.45, 3.47, 2.17, 0.66,   88.07,    3.74,7.058,  408.73,35.60
3,21, 12.07,28.45, 3.47, 2.17, 0.66,   90.88,    3.64,7.040,  369.26,34.78
3,22, 12.07,28.45, 3.47, 2.17, 0.66,   94.07,    3.54,7.124,  335.61,35.24
3,23, 12.07,28.45, 3.47, 2.17, 0.66,   99.13,    3.42,6.944,  303.14,34.21
3,24, 12.07,28.45, 3.47, 2.17, 0.66,  101.92,    3.31,7.079,  273.43,35.05
3,25, 12.07,28.45, 3.47, 2.17, 0.66,  106.36,    3.19,7.108,  247.25,35.38
3,26, 12.07,28.45, 3.47, 2.17, 0.66,  110.27,    3.06,7.126,  223.87,34.97
3,27, 12.07,28.45, 3.47, 2.17, 0.66,  107.79,    2.94,7.150,  202.89,34.75
3,28, 12.07,28.45, 3.47, 2.17, 0.66,  114.85,    2.82,7.181,  184.31,34.90
3,29, 12.07,28.45, 3.47, 2.17, 0.66,  115.35,    2.69,7.142,  165.97,34.78
3,30, 12.07,28.45, 3.47, 2.17, 0.66,  122.04,    2.57,7.127,  149.72,34.89
3,31, 12.07,28.45, 3.47, 2.17, 0.66,  119.55,    2.45,7.038,  136.44,35.13
3,32, 12.07,28.45, 3.47, 2.17, 0.66,  121.43,    2.33,7.110,  123.20,34.32
3,33, 12.07,28.45, 3.47, 2.17, 0.66,  126.14,    2.22,7.225,  112.33,35.16
3,34, 12.07,28.45, 3.47, 2.17, 0.66,  128.89,    2.10,7.111,  100.41,34.15
3,35, 12.07,28.45, 3.47, 2.17, 0.66,  127.00,    2.00,7.204,   90.95,35.20
3,36, 12.07,28.45, 3.47, 2.17, 0.66,  129.97,    1.89,7.198,   82.21,35.30
3,37, 12.07,28.45, 3.47, 2.17, 0.66,  131.48,    1.79,7.141,   74.43,35.22
3,38, 12.07,28.45, 3.47, 2.17, 0.66,  133.86,    1.69,7.240,   68.36,34.96
3,39, 12.07,28.45, 3.47, 2.17, 0.66,  133.02,    1.60,7.215,   62.06,34.84
3,40, 12.07,28.45, 3.47, 2.17, 0.66,  137.90,    1.51,7.099,   55.27,35.17
3,41, 12.07,28.45, 3.47, 2.17, 0.66,  138.46,    1.42,7.283,   51.55,35.09
3,42, 12.07,28.45, 3.47, 2.17, 0.66,  140.62,    1.34,7.222,   45.68,35.05
3,43, 12.07,28.45, 3.47, 2.17, 0.66,  139.73,    1.26,7.141,   41.59,35.10
3,44, 12.07,28.45, 3.47, 2.17, 0.66,  146.12,    1.19,7.238,   37.59,34.60
3,45, 12.07,28.45, 3.47, 2.17, 0.66,  144.68,    1.12,7.237,   33.74,34.90
3,46, 12.07,28.45, 3.47, 2.17, 0.66,  143.99,    1.05,7.190,   30.17,35.06
4,1,  9.01,28.31, 3.53, 2.37, 0.41,   29.97,   31.93,6.837,  822.97,34.66
4,2,  9.01,28.31, 3.53, 2.37, 0.41,   38.37,    5.79,6.710,  909.57,34.69
4,3,  9.01,28.31, 3.53, 2.37, 0.41,   43.10,    6.02,6.768, 1005.31,34.75
4,4,  9.01,28.31, 3.53, 2.37, 0.41,   49.34,    6.16,6.691, 1110.40,34.75
4,5,  9.01,28.31, 3.53, 2.37, 0.41,   57.92,    6.20,6.728, 1226.74,35.28
4,6,  9.01,28.31, 3.53, 2.37, 0.41,   61.22,    6.15,6.586, 1356.46,35.18
4,7,  9.01,28.31, 3.53, 2.37, 0.41,   70.23,    6.03,6.537, 1500.57,35.01
4,8,  9.01,28.31, 3.53, 2.37, 0.41,   77.67,    5.85,6.542, 1357.95,35.05
4,9,  9.01,28.31, 3.53, 2.37, 0.41,   79.51,    5.62,6.633, 1227.97,34.72
4,10,  9.01,28.31, 3.53, 2.37, 0.41,   83.63,    5.35,6.575, 1111.38,35.35
4,11,  9.01,28.31, 3.53, 2.37, 0.41,   86.35,    5.06,6.729, 1005.88,35.33
4,12,  9.01,28.31, 3.53, 2.37, 0.41,   99.03,    4.75,6.808,  910.04,34.88
4,13,  9.01,28.31, 3.53, 2.37, 0.41,   96.96,    4.43,6.829,  822.39,34.89
4,14,  9.01,28.31, 3.53, 2.37, 0.41,  102.38,    4.12,6.785,  745.32,34.30
4,15,  9.01,28.31, 3.53, 2.37, 0.41,  107.72,    3.80,6.902,  673.91,34.75
4,16,  9.01,28.31, 3.53, 2.37, 0.41,  111.71,    3.50,6.885,  609.98,34.47
4,17,  9.01,28.31, 3.53, 2.37, 0.41,  116.45,    3.20,6.967,  550.98,34.87
4,18,  9.01,28.31, 3.53, 2.37, 0.41,  117.26,    2.93,6.885,  499.29,35.24
4,19,  9.01,28.31, 3.53, 2.37, 0.41,  122.34,    2.66,6.979,  452.06,35.15
4,20,  9.01,28.31, 3.53, 2.37, 0.41,  122.09,    2.42,6.985,  408.76,35.10
4,21,  9.01,28.31, 3.53, 2.37, 0.41,  122.85,    2.19,7.001,  369.42,35.08
4,22,  9.01,28.31, 3.53, 2.37, 0.41,  126.54,    1.98,7.012,  334.16,35.36
4,23,  9.01,28.31, 3.53, 2.37, 0.41,  129.52,    1.79,7.000,  302.25,35.29
4,24,  9.01,28.31, 3.53, 2.37, 0.41,  131.25,    1.61,7.082,  274.18,35.14
4,25,  9.01,28.31, 3.53, 2.37, 0.41,  131.35,    1.45,6.999,  248.06,35.13
4,26,  9.01,28.31, 3.53, 2.37, 0.41,  130.38,    1.30,7.067,  224.05,35.40
4,27,  9.01,28.31, 3.53, 2.37, 0.41,  131.76,    1.17,7.120,  202.93,34.88
4,28,  9.01,28.31, 3.53, 2.37, 0.41,  136.82,    1.05,7.067,  182.94,35.52
4,29,  9.01,28.31, 3.53, 2.37, 0.41,  134.28,    0.94,7.102,  165.23,34.74
4,30,  9.01,28.31, 3.53, 2.37, 0.41,  137.34,    0.84,7.210,  150.26,35.14
4,31,  9.01,28.31, 3.53, 2.37, 0.41,  135.99,    0.75,7.197,  136.51,35.38
4,32,  9.01,28.31, 3.53, 2.37, 0.41,  139.88,    0.67,7.105,  122.88,35.00
4,33,  9.01,28.31, 3.53, 2.37, 0.41,  136.65,    0.60,7.155,  111.38,34.95
4,34,  9.01,28.31, 3.53, 2.37, 0.41,  137.86,    0.53,7.188,  101.04,34.63
4,35,  9.01,28.31, 3.53, 2.37, 0.41,  140.95,    0.48,7.194,   90.94,35.00
4,36,  9.01,28.31, 3.53, 2.37, 0.41,  137.24,    0.43,7.137,   83.05,35.00
4,37,  9.01,28.31, 3.53, 2.37, 0.41,  142.76,    0.38,7.166,   73.78,34.55
4,38,  9.01,28.31, 3.53, 2.37, 0.41,  141.52,    0.34,7.178,   67.05,34.55
4,39,  9.01,28.31, 3.53, 2.37, 0.41,  141.87,    0.30,7.158,   60.98,35.12
4,40,  9.01,28.31, 3.53, 2.37, 0.41,  137.44,    0.27,7.184,   55.11,34.76
4,41,  9.01,28.31, 3.53, 2.37, 0.41,  140.02,    0.24,7.158,   49.61,34.70
4,42,  9.01,28.31, 3.53, 2.37, 0.41,  142.09,    0.21,7.266,   45.69,35.06
4,43,  9.01,28.31, 3.53, 2.37, 0.41,  139.05,    0.19,7.202,   41.59,35.16
4,44,  9.01,28.31, 3.53, 2.37, 0.41,  144.52,    0.17,7.107,   36.72,34.86
4,45,  9.01,28.31, 3.53, 2.37, 0.41,  140.75,    0.15,7.190,   33.38,35.02
4,46,  9.01,28.31, 3.53, 2.37, 0.41,  141.20,    0.13,7.190,   29.39,34.74
5,1,  4.82,29.77, 3.87, 2.20, 1.46,   21.21,   18.96,6.814,  823.17,35.81
5,2,  4.82,29.77, 3.87, 2.20, 1.46,   24.17,    3.76,6.692,  909.98,34.93
5,3,  4.82,29.77, 3.87, 2.20, 1.46,   23.99,    4.10,6.804, 1004.99,35.42
5,4,  4.82,29.77, 3.87, 2.20, 1.46,   35.95,    4.41,6.644, 1111.42,35.11
5,5,  4.82,29.77, 3.87, 2.20, 1.46,   35.14,    4.67,6.576, 1228.11,34.90
5,6,  4.82,29.77, 3.87, 2.20, 1.46,   37.18,    4.89,6.640, 1357.00,35.02
5,7,  4.82,29.77, 3.87, 2.20, 1.46,   46.46,    5.06,6.460, 1500.68,35.05
5,8,  4.82,29.77, 3.87, 2.20, 1.46,   54.16,    5.19,6.549, 1356.95,35.14
5,9,  4.82,29.77, 3.87, 2.20, 1.46,   56.09,    5.27,6.609, 1227.58,35.36
5,10,  4.82,29.77, 3.87, 2.20, 1.46,   63.74,    5.31,6.710, 1111.40,34.83
5,11,  4.82,29.77, 3.87, 2.20, 1.46,   66.84,    5.30,6.721, 1004.91,35.40
5,12,  4.82,29.77, 3.87, 2.20, 1.46,   69.21,    5.26,6.673,  910.80,34.83
5,13,  4.82,29.77, 3.87, 2.20, 1.46,   78.27,    5.18,6.815,  824.16,35.13
5,14,  4.82,29.77, 3.87, 2.20, 1.46,   83.39,    5.07,6.845,  744.82,34.87
5,15,  4.82,29.77, 3.87, 2.20, 1.46,   87.02,    4.94,6.892,  673.88,35.20
5,16,  4.82,29.77, 3.87, 2.20, 1.46,   96.81,    4.79,6.920,  609.59,35.02
5,17,  4.82,29.77, 3.87, 2.20, 1.46,   98.45,    4.62,7.006,  551.44,34.72
5,18,  4.82,29.77, 3.87, 2.20, 1.46,  101.60,    4.43,6.993,  500.09,34.90
5,19,  4.82,29.77, 3.87, 2.20, 1.46,  109.10,    4.24,6.996,  451.76,35.25
5,20,  4.82,29.77, 3.87, 2.20, 1.46,  107.43,    4.04,7.002,  409.12,35.37
5,21,  4.82,29.77, 3.87, 2.20, 1.46,  111.07,    3.84,7.025,  369.95,34.96
5,22,  4.82,29.77, 3.87, 2.20, 1.46,  116.22,    3.64,6.997,  334.76,35.07
5,23,  4.82,29.77, 3.87, 2.20, 1.46,  121.89,    3.44,7.035,  302.45,35.25
5,24,  4.82,29.77, 3.87, 2.20, 1.46,  128.34,    3.24,7.074,  273.21,34.88
5,25,  4.82,29.77, 3.87, 2.20, 1.46,  124.08,    3.04,7.038,  248.79,35.71
5,26,  4.82,29.77, 3.87, 2.20, 1.46,  128.44,    2.85,7.095,  225.22,35.17
5,27,  4.82,29.77, 3.87, 2.20, 1.46,  129.96,    2.67,7.120,  203.56,35.33
5,28,  4.82,29.77, 3.87, 2.20, 1.46,  134.08,    2.50,7.145,  183.05,35.23
5,29,  4.82,29.77, 3.87, 2.20, 1.46,  136.46,    2.33,7.134,  166.70,35.50
5,30,  4.82,29.77, 3.87, 2.20, 1.46,  138.05,    2.17,7.134,  151.10,34.84
5,31,  4.82,29.77, 3.87, 2.20, 1.46,  140.97,    2.02,7.050,  136.01,34.90
5,32,  4.82,29.77, 3.87, 2.20, 1.46,  143.86,    1.88,7.166,  122.71,34.73
5,33,  4.82,29.77, 3.87, 2.20, 1.46,  142.34,    1.74,7.168,  112.83,34.50
5,34,  4.82,29.77, 3.87, 2.20, 1.46,  147.19,    1.61,7.123,  100.80,35.05
5,35,  4.82,29.77, 3.87, 2.20, 1.46,  147.83,    1.49,7.197,   91.12,34.77
5,36,  4.82,29.77, 3.87, 2.20, 1.46,  148.14,    1.38,7.174,   82.33,35.54
5,37,  4.82,29.77, 3.87, 2.20, 1.46,  150.49,    1.28,7.091,   73.17,35.11
5,38,  4.82,29.77, 3.87, 2.20, 1.46,  153.50,    1.18,7.100,   67.06,34.38
5,39,  4.82,29.77, 3.87, 2.20, 1.46,  149.97,    1.09,7.244,   61.68,35.10
5,40,  4.82,29.77, 3.87, 2.20, 1.46,  153.30,    1.01,7.119,   55.78,35.00
5,41,  4.82,29.77, 3.87, 2.20, 1.46,  154.32,    0.93,7.184,   50.10,34.74
5,42,  4.82,29.77, 3.87, 2.20, 1.46,  157.23,    0.86,7.280,   45.03,35.16
5,43,  4.82,29.77, 3.87, 2.20, 1.46,  151.42,    0.79,7.287,   41.48,35.45
5,44,  4.82,29.77, 3.87, 2.20, 1.46,  154.52,    0.73,7.150,   36.06,35.50
5,45,  4.82,29.77, 3.87, 2.20, 1.46,  155.58,    0.67,7.130,   34.05,34.78
5,46,  4.82,29.77, 3.87, 2.20, 1.46,  157.76,    0.61,7.109,   30.98,35.84
6,1,  8.28,27.35, 3.41, 1.79, 1.46,   12.27,   15.50,6.932,  822.31,34.92
6,2,  8.28,27.35, 3.41, 1.79, 1.46,   19.42,    4.30,6.724,  910.03,34.75
6,3,  8.28,27.35, 3.41, 1.79, 1.46,   24.00,    4.82,6.690, 1006.55,34.64
6,4,  8.28,27.35, 3.41, 1.79, 1.46,   32.04,    5.27,6.707, 1111.11,34.81
6,5,  8.28,27.35, 3.41, 1.79, 1.46,   32.95,    5.63,6.686, 1227.60,35.23
6,6,  8.28,27.35, 3.41, 1.79, 1.46,   41.61,    5.91,6.621, 1357.06,35.06
6,7,  8.28,27.35, 3.41, 1.79, 1.46,   47.74,    6.08,6.421, 1500.24,34.79
6,8,  8.28,27.35, 3.41, 1.79, 1.46,   53.11,    6.16,6.552, 1356.50,34.67
6,9,  8.28,27.35, 3.41, 1.79, 1.46,   55.71,    6.16,6.561, 1227.74,34.70
6,10,  8.28,27.35, 3.41, 1.79, 1.46,   64.29,    6.08,6.630, 1111.50,35.04
6,11,  8.28,27.35, 3.41, 1.79, 1.46,   72.95,    5.93,6.804, 1005.70,34.68
6,12,  8.28,27.35, 3.41, 1.79, 1.46,   77.12,    5.73,6.933,  909.10,35.74
6,13,  8.28,27.35, 3.41, 1.79, 1.46,   83.25,    5.48,6.843,  823.20,34.73
6,14,  8.28,27.35, 3.41, 1.79, 1.46,   89.50,    5.21,6.685,  745.22,35.23
6,15,  8.28,27.35, 3.41, 1.79, 1.46,   92.89,    4.91,6.860,  675.08,35.10
6,16,  8.28,27.35, 3.41, 1.79, 1.46,  101.79,    4.60,6.932,  610.19,35.41
6,17,  8.28,27.35, 3.41, 1.79, 1.46,  104.55,    4.29,6.878,  550.87,35.10
6,18,  8.28,27.35, 3.41, 1.79, 1.46,  105.32,    3.98,6.997,  499.33,35.47
6,19,  8.28,27.35, 3.41, 1.79, 1.46,  109.40,    3.67,6.989,  451.93,35.17
6,20,  8.28,27.35, 3.41, 1.79, 1.46,  113.78,    3.38,6.961,  408.04,35.24
6,21,  8.28,27.35, 3.41, 1.79, 1.46,  114.52,    3.10,6.981,  370.29,35.31
6,22,  8.28,27.35, 3.41, 1.79, 1.46,  119.44,    2.83,7.072,  334.34,35.60
6,23,  8.28,27.35, 3.41, 1.79, 1.46,  125.54,    2.58,7.132,  301.77,35.07
6,24,  8.28,27.35, 3.41, 1.79, 1.46,  122.33,    2.34,7.115,  274.28,35.06
6,25,  8.28,27.35, 3.41, 1.79, 1.46,  128.70,    2.12,7.118,  248.32,35.10
6,26,  8.28,27.35, 3.41, 1.79, 1.46,  128.93,    1.92,7.065,  224.80,34.98
6,27,  8.28,27.35, 3.41, 1.79, 1.46,  132.13,    1.73,7.163,  202.10,34.96
6,28,  8.28,27.35, 3.41, 1.79, 1.46,  131.41,    1.56,7.059,  183.80,35.07
6,29,  8.28,27.35, 3.41, 1.79, 1.46,  131.30,    1.41,7.169,  165.72,34.65
6,30,  8.28,27.35, 3.41, 1.79, 1.46,  134.12,    1.27,7.106,  150.20,34.68
6,31,  8.28,27.35, 3.41, 1.79, 1.46,  136.90,    1.14,7.120,  136.18,35.22
6,32,  8.28,27.35, 3.41, 1.79, 1.46,  134.38,    1.02,7.153,  124.05,34.59
6,33,  8.28,27.35, 3.41, 1.79, 1.46,  138.18,    0.92,7.144,  111.21,35.08
6,34,  8.28,27.35, 3.41, 1.79, 1.46,  139.41,    0.82,7.113,  101.88,35.27
6,35,  8.28,27.35, 3.41, 1.79, 1.46,  138.65,    0.74,7.153,   90.96,35.05
6,36,  8.28,27.35, 3.41, 1.79, 1.46,  140.31,    0.66,7.207,   83.29,35.59
6,37,  8.28,27.35, 3.41, 1.79, 1.46,  138.50,    0.59,7.154,   74.48,35.04
6,38,  8.28,27.35, 3.41, 1.79, 1.46,  137.24,    0.53,7.209,   67.03,35.03
6,39,  8.28,27.35, 3.41, 1.79, 1.46,  140.52,    0.47,7.167,   60.85,34.75
